low_col1,high_col1,low_col2,high_col2
152678,159866,134568,142872
123732,130920,77423,85727
89484,94959,96560,104864
89484,94708,84312,92616
132041,139229,112443,120747
153121,160309,143880,150732
89484,96340,130504,138808
140612,147800,114341,122645
115822,123010,70424,78728
94487,101675,127432,135736
94153,101341,126816,135120
111695,118883,75397,83701
99969,107157,113373,121677
94908,102096,113023,121327
97990,105178,120544,128848
105690,112878,126923,135227
115327,122515,140060,148364
132565,139753,83465,91769
106752,113940,75192,83496
139662,146850,79439,87743
96768,103956,67675,74812
127125,134313,82454,90758
89484,93414,106456,114760
131426,138614,133027,141331
137038,144226,79802,88106
154555,161364,134909,143213
152560,159748,139997,148301
139918,147106,134651,142955
103998,111186,116018,124322
142720,149908,138163,146467
138399,145587,129929,138233
125409,132597,113172,121476
120414,127602,97408,105712
130259,137447,94199,102503
149983,157171,111287,119591
136689,143877,142937,150732
117813,125001,141911,150215
133464,140652,106914,115218
139554,146742,130907,139211
116917,124105,98987,107291
120375,127563,82979,91283
121444,128632,110445,118749
99299,106487,132850,141154
122529,129717,127150,135454
105582,112770,142363,150667
140090,147278,120938,129242
103964,111152,79072,87376
115853,123041,115788,124092
101951,109139,121749,130053
114700,121888,123529,131833
108690,115878,138999,147303
155350,161364,121290,129594
113944,121132,138842,147146
131287,138475,76756,85060
110958,118146,129250,137554
156343,161364,89355,97659
99572,106760,86906,95210
144050,151238,87189,95493
144707,151895,98165,106469
127720,134908,73757,82061
143506,150694,72744,81048
97300,104488,143578,150732
147303,154491,67675,72878
142453,149641,108280,116584
137147,144335,67675,72134
142779,149967,132418,140722
121834,129022,101657,109961
113213,120401,135285,143589
111844,119032,118544,126848
156317,161364,68515,76819
89484,95039,76020,84324
118441,125629,139907,148211
141645,148833,76778,85082
90457,97645,112370,120674
133893,141081,83912,92216
130413,137601,125099,133403
129809,136997,145626,150732
89484,96436,140047,148351
91588,98776,130332,138636
141695,148883,94872,103176
136138,143326,138556,146860
129931,137119,95477,103781
93892,101080,133306,141610
105628,112816,74226,82530
135312,142500,125422,133726
98282,105470,108247,116551
118189,125377,79164,87468
92195,99383,82305,90609
106456,113644,131289,139593
92401,99589,89700,98004
90655,97843,83877,92181
109819,117007,92343,100647
115413,122601,134611,142915
152053,159241,141048,149352
99670,106858,70112,78416
120702,127890,109462,117766
137383,144571,104476,112780
151675,158863,82832,91136
140085,147273,89424,97728
109466,116654,95031,103335
111354,118542,123804,132108
102150,109338,98963,107267
142573,149761,104953,113257
89484,95065,88628,96932
98916,106104,131832,140136
131817,139005,138937,147241
143425,150613,106469,114773
142451,149639,73900,82204
139482,146670,70870,79174
119666,126854,67675,75610
141688,148876,67821,76125
156094,161364,118684,126988
146542,153730,98007,106311
106812,114000,97551,105855
106206,113394,140519,148823
102858,110046,93789,102093
109890,117078,77534,85838
89484,95944,69421,77725
104285,111473,102542,110846
89896,97084,97916,106220
96846,104034,113565,121869
91968,99156,93154,101458
148791,155979,133020,141324
127464,134652,94940,103244
150896,158084,102977,111281
89484,94665,118233,126537
104706,111894,92955,101259
134507,141695,135896,144200
120107,127295,84407,92711
91344,98532,138483,146787
129508,136696,126194,134498
133001,140189,103136,111440
145883,153071,72371,80675
152015,159203,125125,133429
128112,135300,112746,121050
151223,158411,116255,124559
135310,142498,139027,147331
89484,95540,72983,81287
95165,102353,76792,85096
151832,159020,136443,144747
108443,115631,87889,96193
129926,137114,80892,89196
97685,104873,133544,141848
154044,161232,93666,101970
115315,122503,138662,146966
91258,98446,68144,76448
144719,151907,123817,132121
100609,107797,92750,101054
93456,100644,75829,84133
139712,146900,87565,95869
100976,108164,80910,89214
112932,120120,115141,123445
104213,111401,81542,89846
126753,133941,73806,82110
104169,111357,110522,118826
148670,155858,86431,94735
147474,154662,113748,122052
123842,131030,101186,109490
147271,154459,111452,119756
95233,102421,139696,148000
125681,132869,92657,100961
132991,140179,132966,141270
143420,150608,110322,118626
90717,97905,126176,134480
99589,106777,68836,77140
99488,106676,92330,100634
156313,161364,132913,141217
131116,138304,123073,131377
89484,96636,138831,147135
136003,143191,116522,124826
141768,148956,99866,108170
144109,151297,98709,107013
122856,130044,97292,105596
139108,146296,82752,91056
113767,120955,121524,129828
123974,131162,145303,150732
102696,109884,100557,108861
126207,133395,118991,127295
104984,112172,121319,129623
96479,103667,120744,129048
89484,94735,103054,111358
138117,145305,67675,74991
127137,134325,83124,91428
136489,143677,135068,143372
90442,97630,72940,81244
144469,151657,131730,140034
89612,96800,133965,142269
125921,133109,142758,150732
107328,114516,122342,130646
129746,136934,97099,105403
127828,135016,112551,120855
145697,152885,113400,121704
129351,136539,103992,112296
106325,113513,77714,86018
113276,120464,95244,103548
140676,147864,77227,85531
142525,149713,67675,73950
148883,156071,143645,150732
111306,118494,67675,73641
136148,143336,80031,88335
121589,128777,109858,118162
132696,139884,141376,149680
149658,156846,99262,107566
120675,127863,95503,103807
89484,94687,129776,138080
114031,121219,93532,101836
92672,99860,89456,97760
94197,101385,139397,147701
124236,131424,114295,122599
126039,133227,91049,99353
154367,161364,69218,77522
125059,132247,111470,119774
133114,140302,109388,117692
111443,118631,123933,132237
110706,117894,118549,126853
136595,143783,125445,133749
89484,94959,103090,111394
133255,140443,142734,150732
156012,161364,88529,96833
127088,134276,86354,94658
102349,109537,95966,104270
128206,135394,128009,136313
91767,98955,103076,111380
90812,98000,68209,76513
118656,125844,143466,150732
117896,125084,94945,103249
98095,105283,87050,95354
104333,111521,80047,88351
114092,121280,129075,137379
132032,139220,125215,133519
106745,113933,123895,132199
110985,118173,102247,110551
135131,142319,115526,123830
154269,161364,79495,87799
108817,116005,130153,138457
138237,145425,133041,141345
131173,138361,144849,150732
98095,105283,76271,84575
106987,114175,67675,74919
139201,146389,86215,94519
109752,116940,143030,150732
156359,161364,68449,76753
89859,97047,99256,107560
155745,161364,105266,113570
125766,132954,83846,92150
102318,109506,98101,106405
150030,157218,69887,78191
121239,128427,67675,72518
152357,159545,109419,117723
142952,150140,143285,150732
99751,106939,127451,135755
127237,134425,67675,74948
114054,121242,89014,97318
145112,152300,86688,94992
89638,96826,90076,98380
146270,153458,107854,116158
125450,132638,117388,125692
132576,139764,139433,147737
90565,97753,130229,138533
95958,103146,117983,126287
132308,139496,89729,98033
89484,93365,85860,94164
106556,113744,67675,72988
124641,131829,145586,150732
100648,107836,129303,137607
89484,96256,95354,103658
89484,95254,97177,105481
112517,119705,116073,124377
130800,137988,121774,130078
121312,128500,75507,83811
147276,154464,70658,78962
89484,93398,85207,93511
141803,148991,85412,93716
134789,141977,74293,82597
125211,132399,105300,113604
132140,139328,136557,144861
126020,133208,145454,150732
135236,142424,67675,74364
101106,108294,67675,74836
115217,122405,77732,86036
134333,141521,78552,86856
153503,160691,142966,150732
142887,150075,126082,134386
150782,157970,133932,142236
94525,101713,96588,104892
119673,126861,97675,105979
144631,151819,115025,123329
114982,122170,81176,89480
126359,133547,123277,131581
115868,123056,106692,114996
134177,141365,118268,126572
91433,98621,119915,128219
106957,114145,114556,122860
131146,138334,132868,141172
108081,115269,136265,144569
114882,122070,145054,150732
134693,141881,127000,135304
99100,106288,89793,98097
147898,155086,68720,77024
93342,100530,105009,113313
100749,107937,90759,99063
117789,124977,95606,103910
153598,160786,80186,88490
104943,112131,74608,82912
116454,123642,122618,130922
155407,161364,84676,92980
91137,98325,74076,82380
106701,113889,69658,77962
91463,98651,142790,150732
93079,100267,143600,150732
129536,136724,140146,148450
139577,146765,131835,140139
113454,120642,92358,100662
147477,154665,71220,79524
102936,110124,121346,129650
139260,146448,73138,81442
90950,98138,139959,148263
146409,153597,134640,142944
147048,154236,98305,106609
144145,151333,136207,144511
142808,149996,143081,150732
111146,118334,93528,101832
92528,99716,100942,109246
119267,126455,106639,114943
122524,129712,145814,150732
109272,116460,119586,127890
108284,115472,131312,139616
89484,93942,103745,112049
99556,106744,84478,92782
155480,161364,129994,138298
129188,136376,126631,134935
134814,142002,80232,88536
95616,102804,124347,132651
126432,133620,83768,92072
120643,127831,143311,150732
107206,114394,79483,87787
116681,123869,88739,97043
118357,125545,127950,136254
147937,155125,136813,145117
132904,140092,67675,75905
136409,143597,67675,75869
134942,142130,77912,86216
154001,161189,114256,122560
120644,127832,82147,90451
112571,119759,144529,150732
110594,117782,71016,79320
155529,161364,117906,126210
89484,96072,132803,141107
133124,140312,110814,119118
91484,98672,70894,79198
133205,140393,143049,150732
102516,109704,70653,78957
92718,99906,121037,129341
138554,145742,81406,89710
128949,136137,106455,114759
147159,154347,139509,147813
89484,95113,104268,112572
103131,110319,116498,124802
109044,116232,89148,97452
130840,138028,119919,128223
99221,106409,127450,135754
148904,156092,102869,111173
156301,161364,118001,126305
98144,105332,119257,127561
114511,121699,139964,148268
132011,139199,144941,150732
146087,153275,105954,114258
90727,97915,134755,143059
134884,142072,142602,150732
98505,105693,67675,73293
116661,123849,129434,137738
106636,113824,124262,132566
89484,94971,94096,102400
126764,133952,140885,149189
119257,126445,84722,93026
143614,150802,99928,108232
101879,109067,92454,100758
95180,102368,101890,110194
116023,123211,90575,98879
126365,133553,146189,150732
143546,150734,68156,76460
103194,110382,110069,118373
92898,100086,111814,120118
113295,120483,99909,108213
106717,113905,96563,104867
146244,153432,142066,150370
104047,111235,98838,107142
121822,129010,84687,92991
100304,107492,77850,86154
89484,94024,78216,86520
113131,120319,79063,87367
150647,157835,104726,113030
110971,118159,125384,133688
97240,104428,119035,127339
142699,149887,106355,114659
114259,121447,95251,103555
103466,110654,92524,100828
89484,93468,108959,117263
97459,104647,76552,84856
108380,115568,109398,117702
91757,98945,144343,150732
95011,102199,67675,73366
102917,110105,137752,146056
94811,101999,113958,122262
96200,103388,127488,135792
155812,161364,146362,150732
98132,105320,72470,80774
157356,161364,125339,133643
134675,141863,67675,72334
152862,160050,90674,98978
97508,104696,137809,146113
102012,109200,70877,79181
116869,124057,142899,150732
138664,145852,68560,76864
114523,121711,88018,96322
150440,157628,144907,150732
122373,129561,136896,145200
119959,127147,70893,79197
125023,132211,67675,72519
114816,122004,137507,145811
129280,136468,113116,121420
91099,98287,70056,78360
93101,100289,73450,81754
110484,117672,138375,146679
93823,101011,104219,112523
151339,158527,131139,139443
91979,99167,120071,128375
112013,119201,71320,79624
135903,143091,71869,80173
119562,126750,81176,89480
135446,142634,89663,97967
89484,94262,98016,106320
130038,137226,88369,96673
108085,115273,69129,77433
89846,97034,80078,88382
104580,111768,122025,130329
134739,141927,89870,98174
134946,142134,127374,135678
156101,161364,105373,113677
113733,120921,125843,134147
115683,122871,103039,111343
103747,110935,83150,91454
147712,154900,115771,124075
141688,148876,107639,115943
114447,121635,134857,143161
128504,135692,76243,84547
143498,150686,135618,143922
121782,128970,140765,149069
89484,94002,114845,123149
112368,119556,134565,142869
132308,139496,125740,134044
97671,104859,69038,77342
122023,129211,146031,150732
94985,102173,83993,92297
129019,136207,72054,80358
122928,130116,106197,114501
115721,122909,120697,129001
97169,104357,101743,110047
146500,153688,116242,124546
138941,146129,135536,143840
142542,149730,129047,137351
92360,99548,131121,139425
127688,134876,116996,125300
105770,112958,107962,116266
100198,107386,98604,106908
136273,143461,73360,81664
138041,145229,100347,108651
118963,126151,89822,98126
144751,151939,93586,101890
155343,161364,131995,140299
100396,107584,143377,150732
111916,119104,91195,99499
124307,131495,115936,124240
150956,158144,122736,131040
136861,144049,90804,99108
113981,121169,114017,122321
104500,111688,67675,72906
132641,139829,118955,127259
116841,124029,144386,150732
145762,152950,70758,79062
148602,155790,84996,93300
153457,160645,143346,150732
118120,125308,132399,140703
126534,133722,112187,120491
131093,138281,130200,138504
111315,118503,133329,141633
128704,135892,133742,142046
135536,142724,103407,111711
155212,161364,85173,93477
95080,102268,101719,110023
125339,132527,103184,111488
115599,122787,143951,150732
95833,103021,106763,115067
131650,138838,84565,92869
129784,136972,70392,78696
146968,154156,120282,128586
130196,137384,118894,127198
106808,113996,91902,100206
89484,96040,77374,85678
131637,138825,115872,124176
156722,161364,119879,128183
100635,107823,69253,77557
99811,106999,134661,142965
104913,112101,108872,117176
127869,135057,86360,94664
100887,108075,108562,116866
106813,114001,72399,80703
146863,154051,67675,74714
149613,156801,105945,114249
137303,144491,67675,74668
114646,121834,135099,143403
96194,103382,93864,102168
90648,97836,80533,88837
146648,153836,95181,103485
134892,142080,67675,73202
107982,115170,67675,72317
89619,96807,69497,77801
107288,114476,98173,106477
107182,114370,67675,74986
148656,155844,80588,88892
107528,114716,67675,72900
132401,139589,92843,101147
155766,161364,98447,106751
126624,133812,131639,139943
125915,133103,67675,73986
134830,142018,142959,150732
100568,107756,124598,132902
133094,140282,75544,83848
92662,99850,130686,138990
109354,116542,114660,122964
116122,123310,125020,133324
137338,144526,67675,72728
89484,95959,93386,101690
91512,98700,67675,73205
157076,161364,108724,117028
145141,152329,136095,144399
125145,132333,126735,135039
136100,143288,86022,94326
137518,144706,124883,133187
90493,97681,76155,84459
116497,123685,129279,137583
132884,140072,126905,135209
156244,161364,119867,128171
139665,146853,70872,79176
157044,161364,90987,99291
128514,135702,100867,109171
110189,117377,111498,119802
89484,94540,144964,150732
126471,133659,134812,143116
100065,107253,69714,78018
152427,159615,111168,119472
109173,116361,122646,130950
115914,123102,113153,121457
116624,123812,67675,72342
152617,159805,109739,118043
157723,161364,122278,130582
113746,120934,137393,145697
110052,117240,69531,77835
93877,101065,126055,134359
89484,96410,129846,138150
124880,132068,73396,81700
122334,129522,98863,107167
90923,98111,136847,145151
101579,108767,67675,71893
131136,138324,71056,79360
156042,161364,123181,131485
124388,131576,75295,83599
134926,142114,122054,130358
98830,106018,80455,88759
142717,149905,124954,133258
110538,117726,96489,104793
113667,120855,96090,104394
103064,110252,106121,114425
145089,152277,77321,85625
151254,158442,81081,89385
146974,154162,107760,116064
151387,158575,67675,72005
103008,110196,86139,94443
89484,93876,71124,79428
111253,118441,67675,74622
131154,138342,136356,144660
89484,96162,140169,148473
89484,93809,67675,72956
113912,121100,67675,73432
130020,137208,92788,101092
118220,125408,131992,140296
101077,108265,89314,97618
156500,161364,103390,111694
89484,93971,83296,91600
90129,97317,84386,92690
137305,144493,132491,140795
146320,153508,67675,73342
100495,107683,119763,128067
91476,98664,94709,103013
112818,120006,84234,92538
140852,148040,83562,91866
122451,129639,139006,147310
89484,94655,91873,100177
119688,126876,144940,150732
96675,103863,135750,144054
147847,155035,128954,137258
103187,110375,135417,143721
149662,156850,83104,91408
141082,148270,67675,73289
150063,157251,79034,87338
134555,141743,107937,116241
99276,106464,117983,126287
92111,99299,86997,95301
106935,114123,68445,76749
108596,115784,106294,114598
138225,145413,116472,124776
156604,161364,78763,87067
89484,95794,80097,88401
129956,137144,125349,133653
106103,113291,135439,143743
152041,159229,114429,122733
89484,93541,95496,103800
106541,113729,132217,140521
105898,113086,133997,142301
124075,131263,137940,146244
157029,161364,98503,106807
108394,115582,118493,126797
102656,109844,75218,83522
103686,110874,106066,114370
100449,107637,96662,104966
94692,101880,137366,145670
126095,133283,97682,105986
97406,104594,114015,122319
114976,122164,94003,102307
137981,145169,111289,119593
124627,131815,72788,81092
156880,161364,78909,87213
123315,130503,106777,115081
139524,146712,111185,119489
96033,103221,79104,87408
153333,160521,92947,101251
127874,135062,105028,113332
148589,155777,90480,98784
111354,118542,87172,95476
127955,135143,98281,106585
91486,98674,79897,88201
89665,96853,90911,99215
106919,114107,117162,125466
100535,107723,94628,102932
99558,106746,79483,87787
97247,104435,128127,136431
137686,144874,79327,87631
100516,107704,91655,99959
93841,101029,69972,78276
104955,112143,72653,80957
148177,155365,115225,123529
122883,130071,95398,103702
91944,99132,112040,120344
115560,122748,112635,120939
114197,121385,130610,138914
133812,141000,126603,134907
112202,119390,130508,138812
143498,150686,103800,112104
117441,124629,120120,128424
131102,138290,73160,81464
129148,136336,99216,107520
95714,102902,90473,98777
109378,116566,67675,72042
97413,104601,139423,147727
154579,161364,87357,95661
120364,127552,106589,114893
96290,103478,73868,82172
119786,126974,92422,100726
114119,121307,69106,77410
90787,97975,135060,143364
90457,97645,138330,146634
99219,106407,135315,143619
89484,93306,145737,150732
122942,130130,121292,129596
131922,139110,97209,105513
149151,156339,67675,74636
127675,134863,100070,108374
128708,135896,135450,143754
151571,158759,142988,150732
123223,130411,80099,88403
125295,132483,137302,145606
117491,124679,131469,139773
153246,160434,115639,123943
148784,155972,98158,106462
93355,100543,120277,128581
124761,131949,126397,134701
115401,122589,144483,150732
134711,141899,129299,137603
156057,161364,138658,146962
130352,137540,124905,133209
118464,125652,105433,113737
111076,118264,86336,94640
104447,111635,91583,99887
144756,151944,135627,143931
91970,99158,77377,85681
153585,160773,90548,98852
138872,146060,104604,112908
90258,97446,90617,98921
131930,139118,130289,138593
109881,117069,67675,73128
114500,121688,144986,150732
120568,127756,87989,96293
126765,133953,89604,97908
110244,117432,81823,90127
150274,157462,124415,132719
121415,128603,90055,98359
92354,99542,80085,88389
141404,148592,137742,146046
118524,125712,67675,71887
95159,102347,126666,134970
108955,116143,67675,74722
98242,105430,113260,121564
117906,125094,124827,133131
97852,105040,96825,105129
89901,97089,83305,91609
153581,160769,103248,111552
95086,102274,106982,115286
118659,125847,88223,96527
91159,98347,107403,115707
94210,101398,113112,121416
121787,128975,122088,130392
116820,124008,120756,129060
100270,107458,140419,148723
156824,161364,119353,127657
91419,98607,146510,150732
135068,142256,70460,78764
125776,132964,113222,121526
111169,118357,101629,109933
126434,133622,72520,80824
126750,133938,67675,75052
145360,152548,127179,135483
137770,144958,124601,132905
142523,149711,90178,98482
129491,136679,67675,74941
112392,119580,113291,121595
134018,141206,83551,91855
141455,148643,98856,107160
89484,96252,98921,107225
121819,129007,67844,76148
141311,148499,136158,144462
109650,116838,74883,83187
96203,103391,69324,77628
100020,107208,77794,86098
101965,109153,82507,90811
146832,154020,76384,84688
157266,161364,124770,133074
154991,161364,84500,92804
136507,143695,120996,129300
101520,108708,83579,91883
93272,100460,119262,127566
134529,141717,123361,131665
131931,139119,67675,72819
153547,160735,90683,98987
131046,138234,114898,123202
105462,112650,67675,75963
147758,154946,145786,150732
118057,125245,79002,87306
117266,124454,68346,76650
156346,161364,83108,91412
103162,110350,90142,98446
125785,132973,67675,75547
105157,112345,79219,87523
115858,123046,116887,125191
109235,116423,115090,123394
147497,154685,82908,91212
152790,159978,131767,140071
151315,158503,142041,150345
118809,125997,120719,129023
89484,93573,108278,116582
153574,160762,96847,105151
89484,94630,114795,123099
121743,128931,96447,104751
109779,116967,118198,126502
156080,161364,86157,94461
118253,125441,127275,135579
142288,149476,104241,112545
112760,119948,100917,109221
137947,145135,143318,150732
98906,106094,105660,113964
89484,93231,71376,79680
98269,105457,79315,87619
124257,131445,81623,89927
149346,156534,74572,82876
89484,93864,133427,141731
116589,123777,111214,119518
122930,130118,121509,129813
124652,131840,87123,95427
105700,112888,120727,129031
105975,113163,110377,118681
125669,132857,119730,128034
119870,127058,119640,127944
100031,107219,72867,81171
101786,108974,93336,101640
151569,158757,74204,82508
89484,96306,68105,76409
97287,104475,102322,110626
122901,130089,142706,150732
130154,137342,105840,114144
133804,140992,108777,117081
125986,133174,117308,125612
138234,145422,146166,150732
154436,161364,134614,142918
151493,158681,91935,100239
137548,144736,113072,121376
97439,104627,134739,143043
111629,118817,84732,93036
101006,108194,83568,91872
112217,119405,99232,107536
129507,136695,123662,131966
112795,119983,127671,135975
128809,135997,121969,130273
138318,145506,111417,119721
92337,99525,69022,77326
124931,132119,94838,103142
89484,94377,68517,76821
93379,100567,95878,104182
154257,161364,140878,149182
89484,95074,107910,116214
89484,96167,84182,92486
131068,138256,144791,150732
156616,161364,133634,141938
120455,127643,86407,94711
103089,110277,123561,131865
143676,150864,112817,121121
120068,127256,76188,84492
89484,93612,99655,107959
122000,129188,122277,130581
149470,156658,85992,94296
149906,157094,109756,118060
152598,159786,121755,130059
120299,127487,82847,91151
94628,101816,87577,95881
115599,122787,67675,72190
96248,103436,67675,75067
131579,138767,67675,73763
129855,137043,141057,149361
89484,93960,83747,92051
116715,123903,134263,142567
114775,121963,103579,111883
89484,96281,123764,132068
89484,95322,132142,140446
107474,114662,72044,80348
135907,143095,97064,105368
114953,122141,133791,142095
150842,158030,103086,111390
125642,132830,67675,74394
102011,109199,67675,73501
152165,159353,130604,138908
115030,122218,72850,81154
156553,161364,86854,95158
108894,116082,74015,82319
140687,147875,121618,129922
99639,106827,126740,135044
94935,102123,83639,91943
104557,111745,138580,146884
113192,120380,74806,83110
116825,124013,136057,144361
117514,124702,76963,85267
132391,139579,67675,73096
93758,100946,93774,102078
124619,131807,79257,87561
128319,135507,104860,113164
126215,133403,126037,134341
94323,101511,72634,80938
149643,156831,144106,150732
107641,114829,79976,88280
124858,132046,93600,101904
120665,127853,121667,129971
134460,141648,109620,117924
110393,117581,67675,74606
89484,93833,102786,111090
140977,148165,105804,114108
137372,144560,118380,126684
103290,110478,103638,111942
100139,107327,110348,118652
110490,117678,101229,109533
105112,112300,104662,112966
127192,134380,131682,139986
94536,101724,77066,85370
108675,115863,141876,150180
117296,124484,114951,123255
109667,116855,121462,129766
